locality_a,locality_b,transit_time_mins
au--vic-melbourne-inner-northern-suburbs,au--vic-melbourne-outer-northern-suburbs,20
au--vic-melbourne-inner-eastern-suburbs,au--vic-melbourne-outer-eastern-suburbs,26
au--vic-melbourne-inner-south-eastern-suburbs,au--vic-melbourne-outer-south-eastern-suburbs,24
au--vic-melbourne-inner-western-suburbs,au--vic-melbourne-outer-western-suburbs,18
au--vic-melbourne-inner-western-suburbs,au--vic-melbourne-inner-northern-suburbs,20
au--vic-melbourne-inner-northern-suburbs,au--vic-melbourne-inner-eastern-suburbs,24
au--vic-melbourne-inner-eastern-suburbs,au--vic-melbourne-inner-south-eastern-suburbs,12
au--vic-melbourne-outer-western-suburbs,au--vic-melbourne-outer-northern-suburbs,35
au--vic-melbourne-outer-northern-suburbs,au--vic-melbourne-outer-eastern-suburbs,40
au--vic-melbourne-outer-eastern-suburbs,au--vic-melbourne-outer-south-eastern-suburbs,22
au--vic-melbourne-inner-western-suburbs,au--vic-melbourne-inner-eastern-suburbs,26
au--vic-melbourne-inner-western-suburbs,au--vic-melbourne-inner-south-eastern-suburbs,28
au--vic-melbourne-inner-western-suburbs,au--vic-melbourne-outer-northern-suburbs,28
au--vic-melbourne-inner-northern-suburbs,au--vic-melbourne-outer-western-suburbs,35
au--vic-melbourne-inner-northern-suburbs,au--vic-melbourne-outer-eastern-suburbs,35
au--vic-melbourne-inner-northern-suburbs,au--vic-melbourne-inner-south-eastern-suburbs,30
au--vic-melbourne-inner-northern-suburbs,au--vic-melbourne-outer-south-eastern-suburbs,45
au--vic-melbourne-inner-eastern-suburbs,au--vic-melbourne-outer-northern-suburbs,30
au--vic-melbourne-inner-eastern-suburbs,au--vic-melbourne-outer-south-eastern-suburbs,24
au--vic-melbourne-inner-south-eastern-suburbs,au--vic-melbourne-outer-northern-suburbs,40
au--vic-melbourne-inner-south-eastern-suburbs,au--vic-melbourne-outer-eastern-suburbs,35
au--vic-melbourne-outer-northern-suburbs,au--vic-melbourne-outer-south-eastern-suburbs,50
au--vic-melbourne-outer-northern-suburbs,au--vic-goulburn-valley,107
au--vic-goulburn-valley,au--nsw-vic-albury-wodonga,111
au--vic-melbourne-outer-northern-suburbs,au--vic-bendigo-loddon,100
au--vic-melbourne-outer-northern-suburbs,au--vic-ballarat,105
au--vic-melbourne-outer-western-suburbs,au--vic-geelong,40
au--nsw-vic-albury-wodonga,au--vic-alpine,68
au--vic-goulburn-valley,au--vic-mallee,248
au--vic-bendigo-loddon,au--vic-wimmera,151
au--vic-geelong,au--vic-south-west,138
au--vic-melbourne-outer-northern-suburbs,au--vic-hume,128
au--vic-hume,au--nsw-vic-albury-wodonga,71
au--vic-east-gippsland,au--nsw-snowy-monaro,175
au--vic-mallee,au--nsw-riverina,240
au--vic-goulburn-valley,au--nsw-riverina,171
au--vic-ballarat,au--vic-wimmera,130
au--vic-geelong,au--vic-ballarat,73
au--vic-ballarat,au--vic-bendigo-loddon,94
au--vic-ballarat,au--vic-south-west,128
au--vic-south-west,au--vic-wimmera,155
au--vic-wimmera,au--vic-mallee,192
au--vic-bendigo-loddon,au--vic-mallee,216
au--vic-bendigo-loddon,au--vic-goulburn-valley,92
au--vic-goulburn-valley,au--vic-hume,44
au--vic-alpine,au--vic-hume,108
au--vic-alpine,au--vic-east-gippsland,241
au--vic-melbourne-outer-eastern-suburbs,au--vic-hume,179
au--vic-melbourne-inner-western-suburbs,au--vic-bendigo-loddon,102
au--vic-melbourne-inner-western-suburbs,au--vic-ballarat,74
au--vic-melbourne-outer-western-suburbs,au--vic-ballarat,71
au--vic-melbourne-outer-south-eastern-suburbs,au--vic-mornington-peninsula,36
au--vic-melbourne-outer-eastern-suburbs,au--vic-west-gippsland,68
au--vic-melbourne-outer-south-eastern-suburbs,au--vic-west-gippsland,55
au--vic-mornington-peninsula,au--vic-west-gippsland,80
au--vic-west-gippsland,au--vic-latrobe,40
au--vic-latrobe,au--vic-central-gippsland,41
au--vic-central-gippsland,au--vic-east-gippsland,110
au--vic-geelong,au--vic-surf-coast,36
au--vic-surf-coast,au--vic-south-west,132
au--qld-brisbane-city,au--qld-brisbane-northern-suburbs,20
au--qld-brisbane-city,au--qld-brisbane-eastern-suburbs,20
au--qld-brisbane-city,au--qld-brisbane-southern-suburbs,20
au--qld-brisbane-city,au--qld-brisbane-western-suburbs,18
au--qld-brisbane-northern-suburbs,au--qld-brisbane-moreton-bay,28
au--qld-brisbane-eastern-suburbs,au--qld-brisbane-redlands,22
au--qld-brisbane-southern-suburbs,au--qld-brisbane-logan,24
au--qld-brisbane-western-suburbs,au--qld-brisbane-ipswitch,35
au--qld-brisbane-northern-suburbs,au--qld-brisbane-eastern-suburbs,20
au--qld-brisbane-eastern-suburbs,au--qld-brisbane-southern-suburbs,22
au--qld-brisbane-southern-suburbs,au--qld-brisbane-western-suburbs,24
au--qld-brisbane-western-suburbs,au--qld-brisbane-northern-suburbs,26
au--qld-brisbane-redlands,au--qld-brisbane-logan,35
au--qld-brisbane-logan,au--qld-brisbane-ipswitch,40
au--qld-brisbane-city,au--qld-brisbane-logan,28
au--qld-brisbane-eastern-suburbs,au--qld-brisbane-logan,24
au--qld-brisbane-northern-suburbs,au--qld-brisbane-southern-suburbs,28
au--qld-brisbane-western-suburbs,au--qld-brisbane-eastern-suburbs,28
au--qld-brisbane-southern-suburbs,au--qld-brisbane-ipswitch,35
au--qld-brisbane-eastern-suburbs,au--qld-brisbane-moreton-bay,40
au--qld-gold-coast-downtown,au--qld-gold-coast-northern,26
au--qld-gold-coast-downtown,au--qld-gold-coast-southern,20
au--qld-gold-coast-downtown,au--qld-gold-coast-hinterland,20
au--qld-gold-coast-southern,au--nsw-qld-tweed-coolangatta,24
au--qld-gold-coast-hinterland,au--qld-gold-coast-northern,18
au--qld-gold-coast-hinterland,au--qld-gold-coast-southern,20
au--qld-gold-coast-downtown,au--nsw-qld-tweed-coolangatta,40
au--qld-gold-coast-hinterland,au--nsw-qld-tweed-coolangatta,35
au--qld-brisbane-logan,au--qld-gold-coast-northern,26
au--qld-brisbane-redlands,au--qld-gold-coast-northern,45
au--nsw-qld-tweed-coolangatta,au--nsw-northern-rivers,80
au--qld-sunshine-coast-maroochy,au--qld-sunshine-coast-noosa,35
au--qld-sunshine-coast-maroochy,au--qld-sunshine-coast-caloundra,26
au--qld-sunshine-coast-caloundra,au--qld-brisbane-moreton-bay,40
au--qld-sunshine-coast-maroochy,au--qld-brisbane-moreton-bay,45
au--qld-sunshine-coast-noosa,au--qld-wide-bay,91
au--qld-wide-bay,au--qld-burnett,88
au--qld-burnett,au--qld-capricornia,191
au--qld-capricornia,au--qld-whitsundays,226
au--qld-whitsundays,au--qld-townsville,258
au--qld-townsville,au--qld-far-north-coast,243
au--qld-capricornia,au--qld-central-highlands,174
au--qld-central-highlands,au--qld-central-west,194
au--qld-brisbane-ipswitch,au--qld-granite-belt,135
au--qld-brisbane-ipswitch,au--qld-darling-downs,122
au--qld-darling-downs,au--qld-granite-belt,116
au--qld-granite-belt,au--nsw-northern-rivers,166
au--qld-granite-belt,au--qld-brisbane-logan,156
au--qld-darling-downs,au--qld-maranoa,196
au--qld-maranoa,au--qld-warrego,285
au--qld-darling-downs,au--qld-wide-bay,239
au--qld-maranoa,au--qld-central-highlands,312
au--qld-warrego,au--qld-central-west,323
au--qld-central-highlands,au--qld-whitsundays,249
au--sa-adelaide-city,au--sa-adelaide-northern-suburbs,36
au--sa-adelaide-city,au--sa-adelaide-southern-suburbs,34
au--sa-adelaide-city,au--sa-adelaide-hills,40
au--sa-adelaide-city,au--sa-murraylands,70
au--sa-adelaide-hills,au--sa-murraylands,50
au--sa-adelaide-southern-suburbs,au--sa-adelaide-hills,45
au--sa-adelaide-northern-suburbs,au--sa-adelaide-hills,55
au--sa-adelaide-southern-suburbs,au--sa-fleurieu-peninsula,44
au--sa-fleurieu-peninsula,au--sa-murraylands,97
au--sa-fleurieu-peninsula,au--sa-kangaroo-island,172
au--sa-murraylands,au--sa-limestone-coast,172
au--sa-limestone-coast,au--vic-south-west,160
au--sa-limestone-coast,au--vic-wimmera,103
au--sa-murraylands,au--vic-wimmera,210
au--sa-adelaide-northern-suburbs,au--sa-barossa-valley,32
au--sa-adelaide-hills,au--sa-barossa-valley,50
au--sa-murraylands,au--sa-barossa-valley,85
au--sa-barossa-valley,au--sa-riverland,117
au--sa-murraylands,au--sa-riverland,113
au--sa-riverland,au--vic-mallee,162
au--sa-murraylands,au--vic-mallee,244
au--sa-fleurieu-peninsula,au--sa-adelaide-hills,67
au--sa-adelaide-northern-suburbs,au--sa-yorke-peninsula,96
au--sa-adelaide-northern-suburbs,au--sa-clare-valley,78
au--sa-barossa-valley,au--sa-clare-valley,71
au--sa-clare-valley,au--sa-yorke-peninsula,83
au--sa-clare-valley,au--sa-riverland,145
au--sa-adelaide-northern-suburbs,au--sa-eastern-eyre-peninsula,246
au--sa-clare-valley,au--sa-eastern-eyre-peninsula,172
au--sa-yorke-peninsula,au--sa-eastern-eyre-peninsula,210
au--sa-eastern-eyre-peninsula,au--sa-lower-eyre-peninsula,179
au--sa-eastern-eyre-peninsula,au--sa-west-coast,242
au--sa-lower-eyre-peninsula,au--sa-west-coast,188
